geneIDs	Uniprot	logFC	logCPM	edgeR.pvalue	FDR	BPGO	MFGO
TRINITY_DN311070_c0_g3	Q9LU21	-9.95532516473976	8.84252799649673	2.35367947685897e-08	6.0203619676682e-07	photosynthetic electron transport in photosystem I [GO:0009773]	2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]
TRINITY_DN276293_c0_g1	P09444	-11.9164848682761	2.69905811648833	0.00033487780842088	0.00344364462250325		
TRINITY_DN251094_c0_g1	Q8LC69	-11.6137891335525	2.58839853092571	0.000427145244768292	0.00421023736483396	protein ubiquitination [GO:0016567]	metal ion binding [GO:0046872]; transferase activity [GO:0016740]
TRINITY_DN293499_c0_g1	Q0JF58	-11.7445216224371	9.24847103426427	1.40106717600416e-09	3.87169902654722e-08	gene silencing by RNA [GO:0031047]	nucleic acid binding [GO:0003676]
TRINITY_DN296362_c0_g5	Q8LF21	-8.53357073222925	7.29933524522993	9.76841693501126e-07	1.75774711708488e-05	cell cycle [GO:0007049]; cell division [GO:0051301]; mitochondrial fission [GO:0000266]; mitochondrion organization [GO:0007005]; pollen maturation [GO:0010152]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; microtubule binding [GO:0008017]
TRINITY_DN312001_c0_g1	F4JHA2	-7.63686262524981	9.20885940679368	2.64625040264951e-08	6.7132336034428e-07	guanosine tetraphosphate metabolic process [GO:0015969]; leaf senescence [GO:0010150]; photosynthesis [GO:0015979]; response to wounding [GO:0009611]	ATP binding [GO:0005524]; GTP binding [GO:0005525]; GTP diphosphokinase activity [GO:0008728]; guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity [GO:0008893]; kinase activity [GO:0016301]
TRINITY_DN278824_c0_g1	P0ABU3	-8.53201591092851	6.8614800871797	2.6542778941067e-06	4.53866855373493e-05		ATPase activity [GO:0016887]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; ribosomal large subunit binding [GO:0043023]; ribosome binding [GO:0043022]
TRINITY_DN298147_c1_g1	Q84J46	-8.1423835706113	5.19162264057671	0.000226475247638173	0.00245944172435139		
TRINITY_DN293456_c0_g2	Q67YI6	-10.8788219861365	7.10556006664936	1.54791382899287e-06	2.75332948317985e-05	protein ubiquitination [GO:0016567]	metal ion binding [GO:0046872]; transferase activity [GO:0016740]; ubiquitin protein ligase binding [GO:0031625]
TRINITY_DN277053_c0_g1	Q9FLV9	-9.79598170075459	8.8808198554677	8.7758458270548e-08	1.94008877390961e-06	cellular ion homeostasis [GO:0006873]; chloride transport [GO:0006821]; response to salt stress [GO:0009651]; response to water deprivation [GO:0009414]	voltage-gated anion channel activity [GO:0008308]
TRINITY_DN524499_c0_g1	Q9M5L0	-6.85834649206712	5.14998161697359	0.000938253125451414	0.00832061152800036	translation [GO:0006412]	structural constituent of ribosome [GO:0003735]
TRINITY_DN316210_c3_g3	P37706	-9.91432928598931	6.37075355950806	5.78162530762484e-06	9.46779382386184e-05	translation [GO:0006412]	
TRINITY_DN292378_c0_g2	Q9SK55	-12.6997763693268	8.68151459720287	7.61447449336755e-10	2.18211097749746e-08	anthocyanin-containing compound biosynthetic process [GO:0009718]; camalexin biosynthetic process [GO:0010120]; hyperosmotic salinity response [GO:0042538]; leaf senescence [GO:0010150]; negative regulation of leaf senescence [GO:1900056]; proline biosynthetic process [GO:0006561]; trehalose biosynthetic process [GO:0005992]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
TRINITY_DN294674_c6_g1	Q8GY91	-7.03883440173173	8.70184640113905	2.69469099693148e-07	5.31214562770888e-06	cellular response to oxidative stress [GO:0034599]; hydrogen peroxide catabolic process [GO:0042744]; response to reactive oxygen species [GO:0000302]; seed germination [GO:0009845]; seed maturation [GO:0010431]	heme binding [GO:0020037]; L-ascorbate peroxidase activity [GO:0016688]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]
TRINITY_DN292396_c0_g3	Q8GUM3	-8.40494498101468	3.29054768320728	0.00183729710482375	0.0143596831803775	amino acid transmembrane transport [GO:0003333]; arginine transport [GO:0015809]; basic amino acid transport [GO:0015802]	amino acid transmembrane transporter activity [GO:0015171]; basic amino acid transmembrane transporter activity [GO:0015174]; symporter activity [GO:0015293]
TRINITY_DN299020_c1_g1	Q940Q8	-8.61244004200714	7.72617855639205	2.95286591906681e-07	5.78425317690618e-06	cell wall biogenesis [GO:0042546]; cell wall organization [GO:0071555]; glucuronoxylan biosynthetic process [GO:0010417]; plant-type secondary cell wall biogenesis [GO:0009834]; protein glycosylation [GO:0006486]; xylan biosynthetic process [GO:0045492]	1,4-beta-D-xylan synthase activity [GO:0047517]; glucuronoxylan glucuronosyltransferase activity [GO:0080116]
TRINITY_DN294619_c0_g2	Q9SJA4	-7.13899619687234	5.2551310731213	0.000365911775635492	0.003716585245272		calmodulin binding [GO:0005516]; cAMP binding [GO:0030552]; cGMP binding [GO:0030553]; voltage-gated potassium channel activity [GO:0005249]
TRINITY_DN223830_c0_g1	Q38885	-10.2542107653628	6.69830326632133	1.37837928515505e-05	0.000205100186901678	SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]; thylakoid membrane organization [GO:0010027]	protein transmembrane transporter activity [GO:0008320]; signal sequence binding [GO:0005048]
TRINITY_DN295225_c1_g1	Q9FHB6	-9.92359769536979	5.61882650328292	0.000103922624069638	0.00129172900199008	drug transmembrane transport [GO:0006855]; response to nematode [GO:0009624]	antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]
TRINITY_DN311077_c1_g1	Q9SX33	-7.23038826517763	9.72111497591315	4.62464731586903e-07	8.94580215163415e-06	Golgi vesicle budding [GO:0048194]; phospholipid translocation [GO:0045332]	ATPase-coupled phospholipid transporter activity [GO:0004012]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]
TRINITY_DN274735_c0_g1	Q6JJ61	-9.52457690938064	8.85708352297887	1.68666249485196e-07	3.43435554050448e-06	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
TRINITY_DN276983_c0_g1	F4JVI3	-8.39360273800739	7.97739444341348	1.25794193843357e-07	2.61297335533685e-06	chloroplast organization [GO:0009658]; developmental process [GO:0032502]; DNA-templated transcription, termination [GO:0006353]; regulation of transcription, DNA-templated [GO:0006355]; response to abscisic acid [GO:0009737]; response to osmotic stress [GO:0006970]; response to salt stress [GO:0009651]	double-stranded DNA binding [GO:0003690]
TRINITY_DN312728_c0_g1	Q8BW41	-10.8553250995081	3.56840967179775	0.000319118047335184	0.00332188481093649	neuron migration [GO:0001764]; protein O-linked glycosylation [GO:0006493]; protein O-linked mannosylation [GO:0035269]	acetylglucosaminyltransferase activity [GO:0008375]; protein O-GlcNAc transferase activity [GO:0097363]
TRINITY_DN278343_c0_g1	A7S6A5	-10.3171746404214	5.53889858295791	1.29590719290468e-05	0.000193760036813526	actin cytoskeleton organization [GO:0030036]; ribosomal large subunit biogenesis [GO:0042273]; ribosomal large subunit export from nucleus [GO:0000055]	
TRINITY_DN311792_c1_g1	P21238	-6.55814009384528	7.32058541665805	8.12508054730347e-06	0.000128301654560736	'de novo' protein folding [GO:0006458]; chloroplast organization [GO:0009658]; embryo development ending in seed dormancy [GO:0009793]; mitochondrion organization [GO:0007005]; protein folding [GO:0006457]; protein refolding [GO:0042026]	ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]
TRINITY_DN292396_c0_g2	Q9FF99	-9.97372758361215	2.78735859038851	0.000803808661102134	0.00727423335120206	amino acid transmembrane transport [GO:0003333]; amino acid transport [GO:0006865]	amino acid transmembrane transporter activity [GO:0015171]; symporter activity [GO:0015293]
TRINITY_DN316936_c5_g1	Q9Y3A4	-3.93819559052346	6.05023163467898	0.00455931882859366	0.0299598551475528	blastocyst formation [GO:0001825]; ribosomal small subunit assembly [GO:0000028]; rRNA processing [GO:0006364]	RNA binding [GO:0003723]
TRINITY_DN274570_c1_g1	Q6ZD63	-8.31244775333988	5.93941394371923	2.79983808860928e-05	0.000383429154170164	DNA recombination [GO:0006310]; DNA repair [GO:0006281]; nucleosome assembly [GO:0006334]	histone binding [GO:0042393]
TRINITY_DN299270_c7_g1	P35266	-6.26060392707018	6.63411419225209	0.000124468915942701	0.00149314455365372	hematopoietic stem cell homeostasis [GO:0061484]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]
TRINITY_DN299255_c0_g5	M4MR97	-8.05655578544499	5.77381560547983	6.1495597393756e-05	0.000793036974723645	rRNA processing [GO:0006364]	5'-3' exoribonuclease activity [GO:0004534]; endoribonuclease activity [GO:0004521]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]
TRINITY_DN314626_c2_g5	O32472	-9.65209859807611	2.75387821070908	0.00134909453991721	0.0111345269361167	fatty acid biosynthetic process [GO:0006633]; oxidation-reduction process [GO:0055114]	fatty acid synthase activity [GO:0004312]; lyase activity [GO:0016829]
TRINITY_DN293491_c0_g1	Q9LDR4	-9.42067679787695	4.04456730478155	0.000731150661669974	0.00675495909811514	sterol biosynthetic process [GO:0016126]	delta14-sterol reductase activity [GO:0050613]; NADP binding [GO:0050661]
TRINITY_DN294655_c4_g2	A7NVJ4	-7.80112785205693	6.34837742004176	0.000105328306471432	0.00129876935668958		oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; quinone binding [GO:0048038]
TRINITY_DN276015_c0_g1	Q9SR06	-7.32752992463083	6.2658106636069	2.57005804924798e-05	0.000353525762774333	flower development [GO:0009908]; mRNA polyadenylation [GO:0006378]; mRNA processing [GO:0006397]; phyllome development [GO:0048827]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]; vegetative to reproductive phase transition of meristem [GO:0010228]	ATP binding [GO:0005524]
TRINITY_DN310761_c3_g4	Q9SMW7	-8.95178831558239	1.85906678479109	0.00191061617435281	0.0148576810543265	response to salt stress [GO:0009651]	
TRINITY_DN299255_c0_g1	O80450	-8.05358556720299	7.81839211605712	4.68047642435273e-07	8.99756182197e-06	regulation of transcription, DNA-templated [GO:0006355]	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]
TRINITY_DN316210_c2_g1	F4JI44	-8.40147685954151	6.09330119070524	1.95361017811795e-05	0.000274837431876138	flower development [GO:0009908]; negative regulation of antisense RNA transcription [GO:0060195]	single-stranded DNA binding [GO:0003697]
TRINITY_DN271251_c0_g1	Q8W207	-5.80988523758241	8.22016375514264	1.81085994242874e-06	3.18443836466873e-05	multicellular organism development [GO:0007275]; negative regulation of transcription, DNA-templated [GO:0045892]; protein catabolic process [GO:0030163]; protein deneddylation [GO:0000338]; red, far-red light phototransduction [GO:0009585]	transcription corepressor activity [GO:0003714]
TRINITY_DN294187_c0_g1	Q0DST9	-5.51838404802613	7.3673898350215	4.36277647931661e-05	0.000584536502315364	pseudouridine synthesis [GO:0001522]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]
TRINITY_DN298862_c0_g3	Q8VWF1	-5.97075688026849	6.99680816290664	6.73419282016918e-05	0.000857708920922782	cell plate formation involved in plant-type cell wall biogenesis [GO:0009920]; clathrin-dependent endocytosis [GO:0072583]	ubiquitin binding [GO:0043130]
TRINITY_DN292382_c1_g2	Q9ZUU4	-7.0072815936678	7.24121953833681	5.91651011764128e-06	9.6376835863683e-05	chloroplast rRNA processing [GO:1901259]; innate immune response [GO:0045087]; mRNA processing [GO:0006397]; response to abscisic acid [GO:0009737]; response to cold [GO:0009409]	mRNA binding [GO:0003729]; poly(U) RNA binding [GO:0008266]; RNA binding [GO:0003723]
TRINITY_DN296376_c0_g1	A5AEC8	-11.6229747535938	3.64255890417072	0.000208770097897603	0.00232425702515497	arginine biosynthetic process [GO:0006526]	acetyl-CoA:L-glutamate N-acetyltransferase activity [GO:0004042]; glutamate N-acetyltransferase activity [GO:0004358]; methione N-acyltransferase activity [GO:0103045]
TRINITY_DN293691_c0_g1	Q55DY8	-11.3086031972694	12.3178964813271	4.0126393358098e-08	9.70243651900884e-07	iron import into the mitochondrion [GO:0048250]	iron ion transmembrane transporter activity [GO:0005381]
TRINITY_DN276586_c0_g1	Q8GUI4	-6.87167014720099	8.18029979742262	2.38165015160911e-06	4.14112765125292e-05		
TRINITY_DN271275_c0_g1	O82197	-5.72715617040659	6.76897269128516	0.000185867952549414	0.00210718429721771	protein transport [GO:0015031]; vacuolar transport [GO:0007034]	
TRINITY_DN299750_c2_g1	O82504	-9.07659359056418	9.1847537878682	6.61998293820201e-07	1.22687707746918e-05	defense response to fungus [GO:0050832]; gene silencing [GO:0016458]; long-distance posttranscriptional gene silencing [GO:0010495]; production of siRNA involved in chromatin silencing by small RNA [GO:0070919]; production of siRNA involved in RNA interference [GO:0030422]	RNA binding [GO:0003723]; RNA-directed 5'-3' RNA polymerase activity [GO:0003968]
TRINITY_DN292396_c0_g1	Q38967	-6.01382923314128	8.1544948037559	2.03777980379541e-06	3.56323643658011e-05	acidic amino acid transport [GO:0015800]; amino acid transmembrane transport [GO:0003333]; amino acid transport [GO:0006865]; neutral amino acid transport [GO:0015804]; phloem loading [GO:0110126]	amino acid transmembrane transporter activity [GO:0015171]; symporter activity [GO:0015293]
TRINITY_DN294655_c4_g1	A7NVJ4	-10.2093478012498	9.47692405469667	5.63529074272324e-07	1.06348932004442e-05		oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; quinone binding [GO:0048038]
TRINITY_DN299296_c0_g1	Q6KAE5	-6.09854323806581	7.33516395213302	2.55888935011804e-05	0.000353525762774333	protein ubiquitination [GO:0016567]	metal ion binding [GO:0046872]; transferase activity [GO:0016740]
TRINITY_DN316223_c6_g3	Q8S9J6	-6.06072234555864	8.39105893909112	6.33654008337576e-06	0.000101614464031337	protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	aspartic-type endopeptidase activity [GO:0004190]
TRINITY_DN292383_c0_g1	O64888	-4.98708436285638	9.56931643744376	9.05787543605086e-06	0.00014158648724534	5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; nucleoside metabolic process [GO:0009116]; nucleotide biosynthetic process [GO:0009165]; purine nucleotide biosynthetic process [GO:0006164]; ribonucleoside monophosphate biosynthetic process [GO:0009156]	ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]
TRINITY_DN278387_c0_g1	Q9CAP8	-6.12284806612457	9.41685565719731	3.00505561897531e-06	5.110245681719e-05	fatty acid metabolic process [GO:0006631]	acyl-CoA ligase activity [GO:0003996]; ATP binding [GO:0005524]; decanoate-CoA ligase activity [GO:0102391]; long-chain fatty acid-CoA ligase activity [GO:0004467]
TRINITY_DN294779_c0_g2	P35135	-4.78321780666286	9.36551367626757	6.05225485825279e-06	9.80718784622637e-05		ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]
TRINITY_DN271688_c0_g1	P26307	-4.80707301386134	5.20529891686498	0.00461717636154872	0.0302757644893926	abscisic acid-activated signaling pathway [GO:0009738]; multicellular organism development [GO:0007275]	DNA binding [GO:0003677]
TRINITY_DN292979_c1_g2	B9DG24	-6.73551003099509	8.07100555724032	1.68584410309103e-05	0.000244961854416279	regulation of transcription by RNA polymerase II [GO:0006357]; RNA polymerase II preinitiation complex assembly [GO:0051123]	histone acetyltransferase binding [GO:0035035]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]
TRINITY_DN316221_c2_g2	Q8QHA5	-7.07335650081806	5.27617502064109	0.000995066052045981	0.00869980065277489	base-excision repair [GO:0006284]; DNA double-strand break processing [GO:0000729]; DNA replication [GO:0006260]; DNA replication, Okazaki fragment processing [GO:0033567]; DNA replication, removal of RNA primer [GO:0043137]; DNA replication checkpoint [GO:0000076]; double-strand break repair via single-strand annealing [GO:0045002]; mitochondrial DNA replication [GO:0006264]; positive regulation of DNA replication [GO:0045740]	4 iron, 4 sulfur cluster binding [GO:0051539]; 5'-3' DNA helicase activity [GO:0043139]; 5'-3' exonuclease activity [GO:0008409]; 5'-flap endonuclease activity [GO:0017108]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]; single-stranded DNA-dependent ATPase activity [GO:0043142]; site-specific endodeoxyribonuclease activity, specific for altered base [GO:0016890]
TRINITY_DN312722_c4_g1	P53799	-3.45313890574162	5.8135255936795	0.0153249043651926	0.0806642500174677	ergosterol biosynthetic process [GO:0006696]; farnesyl diphosphate metabolic process [GO:0045338]; isoprenoid biosynthetic process [GO:0008299]; sterol biosynthetic process [GO:0016126]	farnesyl-diphosphate farnesyltransferase activity [GO:0004310]; squalene synthase activity [GO:0051996]
TRINITY_DN299758_c1_g2	P93101	-7.1877004736925	8.86360553296196	2.45335881694937e-07	4.8988035731989e-06	cell cycle [GO:0007049]; cell division [GO:0051301]	ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]
TRINITY_DN298447_c1_g1	Q94AM1	-4.58038510425199	10.2614443043337	6.17526502139275e-06	9.9543985631305e-05	peptide metabolic process [GO:0006518]; proteolysis [GO:0006508]	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]
TRINITY_DN296786_c0_g1	Q39079	-8.70404039833948	6.20216870029087	0.000134915676543109	0.00160059235952649	response to very low light intensity stimulus [GO:0055122]; vegetative to reproductive phase transition of meristem [GO:0010228]	
TRINITY_DN292950_c0_g1	Q9ZT94	-10.9812362528802	9.20469756982255	5.80063809322214e-08	1.3397742461584e-06	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]
TRINITY_DN276445_c0_g1	Q9M8M3	-13.0539129024187	3.39476385014842	0.000112609820804527	0.00136143513824223		
TRINITY_DN294789_c1_g1	Q8GXE9	-3.78395584542341	8.65673957025456	6.17938500205367e-05	0.000793576621633033		
TRINITY_DN316221_c2_g4	Q9URU2	-6.83733758404446	3.19088703858496	0.0065419813085646	0.0398571499015894	DNA repair [GO:0006281]; Okazaki fragment processing involved in mitotic DNA replication [GO:1903461]; removal of RNA primer involved in mitotic DNA replication [GO:1903469]; replication fork processing [GO:0031297]; replication fork reversal [GO:0071932]; response to intra-S DNA damage checkpoint signaling [GO:0072429]; telomeric 3' overhang formation [GO:0031860]	4 iron, 4 sulfur cluster binding [GO:0051539]; 5'-flap endonuclease activity [GO:0017108]; 5' overhang single-stranded DNA endodeoxyribonuclease activity [GO:1990601]; ATP binding [GO:0005524]; ATP-dependent DNA helicase activity [GO:0004003]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]; single-stranded DNA 5'-3' exodeoxyribonuclease activity [GO:0045145]; single-stranded DNA-dependent ATPase activity [GO:0043142]
TRINITY_DN277395_c0_g1	O81078	-4.57352328681573	6.39278974841393	0.00151435159519024	0.0122694193379942	calcium ion transport [GO:0006816]; calcium-mediated signaling [GO:0019722]; cellular response to amino acid stimulus [GO:0071230]	calcium channel activity [GO:0005262]; glutamate receptor activity [GO:0008066]; ionotropic glutamate receptor activity [GO:0004970]
TRINITY_DN295216_c0_g2	Q6ZIK0	-3.33096618741531	10.0078551333375	5.46552542837485e-05	0.000716771237322888	vitamin E biosynthetic process [GO:0010189]	tocopherol O-methyltransferase activity [GO:0050342]
TRINITY_DN298802_c0_g2	Q9M7I7	-9.96515115542764	10.1391362698447	3.7585502817035e-06	6.32212669666975e-05	chlorophyll catabolic process [GO:0015996]	chlorophyllase activity [GO:0047746]; pheophytinase b activity [GO:0102293]
TRINITY_DN259522_c1_g1	Q8LPZ7	-6.8007892820938	4.26027550396215	0.00200943405695563	0.0155479960156942	abscisic acid-activated signaling pathway [GO:0009738]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]	ATP binding [GO:0005524]; calcium-dependent protein serine/threonine kinase activity [GO:0009931]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]
TRINITY_DN6371_c0_g1	Q7XZF5	-8.21430445133469	1.71111043384873	0.00289373138625086	0.0213240443820153	alkane biosynthetic process [GO:0043447]; cuticle hydrocarbon biosynthetic process [GO:0006723]; defense response [GO:0006952]; embryo development ending in seed dormancy [GO:0009793]; lipid metabolic process [GO:0006629]; seed development [GO:0048316]	
TRINITY_DN298832_c1_g1	A4FV84	-9.16027214998507	7.38967154890798	1.56294526675139e-07	3.20352026529507e-06	nuclear-transcribed mRNA catabolic process [GO:0000956]; ribosomal large subunit assembly [GO:0000027]; ribosomal large subunit biogenesis [GO:0042273]; rRNA processing [GO:0006364]	
TRINITY_DN298832_c0_g1	Q9LQI7	-4.54242936380082	7.86475195555825	0.000108247732801105	0.00132421633604514	mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]	unfolded protein binding [GO:0051082]
TRINITY_DN299750_c3_g3	Q10QS9	-11.3548148236491	4.76572842698201	0.000108991082872111	0.00132806063578418		DNA binding [GO:0003677]
TRINITY_DN274005_c0_g1	Q5XET5	-5.05936101438168	4.75042795793046	0.00805697234921565	0.0471386189429536	regulation of gene silencing by miRNA [GO:0060964]; RNA 3' uridylation [GO:0071076]	nucleotidyltransferase activity [GO:0016779]; RNA uridylyltransferase activity [GO:0050265]
TRINITY_DN312065_c5_g1	Q9XGM8	-4.43847117089738	10.1409689790392	2.34512045265591e-05	0.000325477479864128	hyperosmotic response [GO:0006972]; N-glycan processing [GO:0006491]; protein glycosylation [GO:0006486]	acetylglucosaminyltransferase activity [GO:0008375]; alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity [GO:0003827]; metal ion binding [GO:0046872]; protein N-acetylglucosaminyltransferase activity [GO:0016262]; transferase activity, transferring glycosyl groups [GO:0016757]
TRINITY_DN292382_c0_g1	P49313	-3.31886842947915	4.214794187825	0.0526805949878226	0.190252557161389	mRNA processing [GO:0006397]	RNA binding [GO:0003723]
TRINITY_DN310761_c3_g3	Q9CAT7	-5.22823684267904	9.4661550905322	8.62818974014982e-06	0.000135554554547024	response to salt stress [GO:0009651]	
TRINITY_DN310742_c1_g3	Q5Z9J0	-9.4845694843726	4.92146485117913	0.000304582936371229	0.00320640880295563	defense response [GO:0006952]; intracellular signal transduction [GO:0035556]; regulation of gene expression [GO:0010468]	ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]
TRINITY_DN314176_c1_g1	A0KP37	-4.81971521885084	9.91159059307217	9.99407919744636e-06	0.000154658375580482	cobalamin biosynthetic process [GO:0009236]; siroheme biosynthetic process [GO:0019354]	NAD binding [GO:0051287]; precorrin-2 dehydrogenase activity [GO:0043115]; sirohydrochlorin ferrochelatase activity [GO:0051266]; uroporphyrin-III C-methyltransferase activity [GO:0004851]
TRINITY_DN228042_c0_g1	O80528	-9.49567955250392	2.51746084479244	0.00128949429523451	0.0107573715464982	histone H3-T11 phosphorylation [GO:0035407]; histone H3-T3 phosphorylation [GO:0072355]; intracellular signal transduction [GO:0035556]; mitotic cell cycle [GO:0000278]	ATP binding [GO:0005524]; histone kinase activity (H3-T11 specific) [GO:0035402]; histone kinase activity (H3-T3 specific) [GO:0072354]; protein serine/threonine kinase activity [GO:0004674]
TRINITY_DN614028_c0_g1	Q9LX33	-6.2539775071337	1.96961173872542	0.0109216514978037	0.0606971825552895	negative regulation of abscisic acid-activated signaling pathway [GO:0009788]; protein farnesylation [GO:0018343]; protein geranylgeranylation [GO:0018344]; protein prenylation [GO:0018342]; regulation of cell shape [GO:0008360]; regulation of meristem development [GO:0048509]; response to water deprivation [GO:0009414]	CAAX-protein geranylgeranyltransferase activity [GO:0004662]; farnesyltranstransferase activity [GO:0004311]; protein farnesyltransferase activity [GO:0004660]; protein geranylgeranyltransferase activity [GO:0004661]; protein prenyltransferase activity [GO:0008318]
TRINITY_DN294747_c0_g1	Q84MD6	-6.62223616810866	8.74667766624462	1.79962697988854e-05	0.00025729098168201		phosphatase activity [GO:0016791]; protein tyrosine phosphatase activity [GO:0004725]
TRINITY_DN296781_c0_g1	Q5M755	-5.85241681863544	8.2091790515646	1.39456824642806e-05	0.000206516206827505	plastoquinone biosynthetic process [GO:0010236]	
TRINITY_DN314173_c1_g1	Q9M084	-6.14213786195551	8.30149605181655	1.80394646284317e-05	0.00025729098168201	aspartyl-tRNA aminoacylation [GO:0006422]; defense response to fungus [GO:0050832]; response to cadmium ion [GO:0046686]	aspartate-tRNA ligase activity [GO:0004815]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]
