TRINITY_DN102429_c0_g1	Q9ZUT9	TRINITY_DN102429_c0_g1_i1	2.5e-73	40S ribosomal protein S5-1 (AtRPS5B)	response to cytokinin [GO:0009735]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cell wall [GO:0005618]; chloroplast [GO:0009507]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; membrane [GO:0016020]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; polysomal ribosome [GO:0042788]; vacuolar membrane [GO:0005774]	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0000028; GO:0003729; GO:0003735; GO:0005618; GO:0005774; GO:0005829; GO:0005886; GO:0006412; GO:0009506; GO:0009507; GO:0009735; GO:0016020; GO:0019843; GO:0022626; GO:0022627; GO:0042788	reviewed	Arabidopsis thaliana (Mouse-ear cress)	0	4	4	4	0	0	0	5	1	11	1	0	5	2	4
TRINITY_DN102430_c0_g1	Q652Z7	TRINITY_DN102430_c0_g1_i1	8.4e-13	Probable protein phosphatase 2C 55 (OsPP2C55) (EC 3.1.3.16)			magnesium-dependent protein serine/threonine phosphatase activity [GO:0004724]; metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]	GO:0004722; GO:0004724; GO:0046872	reviewed	Oryza sativa subsp. japonica (Rice)	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0
TRINITY_DN102431_c0_g1	Q7ZX51	TRINITY_DN102431_c0_g1_i1	1.4e-40	Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrosyl-tRNA aminoacylation [GO:0006437]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; tRNA binding [GO:0000049]; tyrosine-tRNA ligase activity [GO:0004831]	GO:0000049; GO:0004831; GO:0005524; GO:0005737; GO:0006437	reviewed	Xenopus laevis (African clawed frog)	0	0	2	0	2	4	0	0	0	0	0	0	0	0	0
TRINITY_DN102432_c0_g1	Q9LD55	TRINITY_DN102432_c0_g1_i1	1.6e-15	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 large subunit) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (p114)	formation of cytoplasmic translation initiation complex [GO:0001732]; translational initiation [GO:0006413]; translation reinitiation [GO:0002188]	cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; eukaryotic translation initiation factor 3 complex, eIF3e [GO:0071540]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; multi-eIF complex [GO:0043614]; plasma membrane [GO:0005886]	mRNA binding [GO:0003729]; translation initiation factor activity [GO:0003743]	GO:0001732; GO:0002188; GO:0003729; GO:0003743; GO:0005829; GO:0005852; GO:0005886; GO:0006413; GO:0016282; GO:0033290; GO:0043614; GO:0071540; GO:0071541	reviewed	Arabidopsis thaliana (Mouse-ear cress)	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
TRINITY_DN102501_c0_g1	Q5KU39	TRINITY_DN102501_c0_g1_i1	3.9e-13	Vacuolar protein sorting-associated protein 41 homolog (VAM2 homolog) (mVAM2)	autophagy [GO:0006914]; endosomal vesicle fusion [GO:0034058]; endosome to lysosome transport [GO:0008333]; Golgi vesicle transport [GO:0048193]; intracellular protein transport [GO:0006886]; late endosome to lysosome transport [GO:1902774]; regulated exocytosis [GO:0045055]; regulation of SNARE complex assembly [GO:0035542]; vacuole fusion, non-autophagic [GO:0042144]	AP-3 adaptor complex [GO:0030123]; clathrin-coated vesicle [GO:0030136]; clathrin complex [GO:0071439]; cytosol [GO:0005829]; early endosome [GO:0005769]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; Golgi-associated vesicle [GO:0005798]; HOPS complex [GO:0030897]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]	identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; microtubule binding [GO:0008017]; protein self-association [GO:0043621]	GO:0005765; GO:0005769; GO:0005770; GO:0005794; GO:0005798; GO:0005829; GO:0006886; GO:0006914; GO:0008017; GO:0008333; GO:0010008; GO:0015630; GO:0016020; GO:0030123; GO:0030136; GO:0030897; GO:0031902; GO:0034058; GO:0035542; GO:0042144; GO:0042802; GO:0043621; GO:0045055; GO:0046872; GO:0048193; GO:0071439; GO:1902774	reviewed	Mus musculus (Mouse)	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0
TRINITY_DN102508_c0_g1	Q8K442	TRINITY_DN102508_c0_g1_i1	7.8e-15	ATP-binding cassette sub-family A member 8-A	lipid transport [GO:0006869]	integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]; lipid transporter activity [GO:0005319]	GO:0005319; GO:0005524; GO:0005886; GO:0006869; GO:0016021; GO:0016887; GO:0042626; GO:0043231	reviewed	Mus musculus (Mouse)	0	0	0	1	0	0	0	0	0	0	0	0	6	0	3
TRINITY_DN102509_c0_g1	Q6DHC1	TRINITY_DN102509_c0_g1_i1	2.7e-75	Ras-related protein Rab-18-B	brain development [GO:0007420]; chordate embryonic development [GO:0043009]; eye development [GO:0001654]; intracellular protein transport [GO:0006886]; lipid droplet organization [GO:0034389]; Rab protein signal transduction [GO:0032482]	Golgi apparatus [GO:0005794]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]	GO:0001654; GO:0003924; GO:0005525; GO:0005794; GO:0006886; GO:0007420; GO:0032482; GO:0034389; GO:0043009	reviewed	Danio rerio (Zebrafish) (Brachydanio rerio)	0	0	1	0	5	4	0	0	0	0	0	0	0	0	0
TRINITY_DN102511_c0_g1	Q8R420	TRINITY_DN102511_c0_g1_i1	3.7e-25	ATP-binding cassette sub-family A member 3	lipid transport [GO:0006869]; response to glucocorticoid [GO:0051384]	alveolar lamellar body [GO:0097208]; alveolar lamellar body membrane [GO:0097233]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]; lipid transporter activity [GO:0005319]	GO:0005319; GO:0005524; GO:0005886; GO:0006869; GO:0016021; GO:0016887; GO:0042626; GO:0043231; GO:0051384; GO:0097208; GO:0097233	reviewed	Mus musculus (Mouse)	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
TRINITY_DN102513_c0_g1	P81926	TRINITY_DN102513_c0_g1_i1	1.3e-55	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)		cytoplasm [GO:0005737]	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	GO:0004784; GO:0005737; GO:0046872	reviewed	Halocynthia roretzi (Sea squirt) (Cynthia roretzi)	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN102642_c0_g1	Q8RU33	TRINITY_DN102642_c0_g1_i1	4.9e-21	Probable V-type proton ATPase subunit d (V-ATPase subunit d) (Vacuolar proton pump subunit d)	ATP hydrolysis coupled proton transport [GO:0015991]; vacuolar acidification [GO:0007035]; vacuolar transport [GO:0007034]	lysosomal membrane [GO:0005765]; proton-transporting V-type ATPase, V0 domain [GO:0033179]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]	proton-exporting ATPase activity, phosphorylative mechanism [GO:0008553]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	GO:0005765; GO:0007034; GO:0007035; GO:0008553; GO:0015991; GO:0016471; GO:0033179; GO:0046961	reviewed	Oryza sativa subsp. japonica (Rice)	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN102645_c0_g1	P07742	TRINITY_DN102645_c0_g1_i1	1.1e-53	Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase subunit M1) (Ribonucleotide reductase large subunit)	cell proliferation in forebrain [GO:0021846]; deoxyribonucleotide biosynthetic process [GO:0009263]; DNA replication [GO:0006260]; male gonad development [GO:0008584]; mitotic cell cycle [GO:0000278]; protein complex oligomerization [GO:0051259]; protein heterotetramerization [GO:0051290]; pyrimidine nucleobase metabolic process [GO:0006206]; response to ionizing radiation [GO:0010212]; retina development in camera-type eye [GO:0060041]	cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]; ribonucleoside-diphosphate reductase complex [GO:0005971]	ATP binding [GO:0005524]; disordered domain specific binding [GO:0097718]; identical protein binding [GO:0042802]; purine nucleotide binding [GO:0017076]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]	GO:0000278; GO:0004748; GO:0005524; GO:0005635; GO:0005737; GO:0005829; GO:0005971; GO:0006206; GO:0006260; GO:0008584; GO:0009263; GO:0010212; GO:0017076; GO:0021846; GO:0042802; GO:0042995; GO:0043025; GO:0051259; GO:0051290; GO:0060041; GO:0097718	reviewed	Mus musculus (Mouse)	0	0	1	0	3	4	0	0	0	0	0	0	0	0	0
TRINITY_DN102663_c0_g1	Q5RBJ3	TRINITY_DN102663_c0_g1_i1	1.1e-20	Thiopurine S-methyltransferase (EC 2.1.1.67) (Thiopurine methyltransferase)		cytoplasm [GO:0005737]	thiopurine S-methyltransferase activity [GO:0008119]	GO:0005737; GO:0008119	reviewed	Pongo pygmaeus (Bornean orangutan)	0	5	0	9	10	0	1	0	0	6	0	0	2	2	0
TRINITY_DN102664_c0_g1	Q3T0M0	TRINITY_DN102664_c0_g1_i1	3.7e-66	Vacuolar protein sorting-associated protein 29 (Vesicle protein sorting 29)	endocytic recycling [GO:0032456]; intracellular protein transport [GO:0006886]; retrograde transport, endosome to Golgi [GO:0042147]; retrograde transport, endosome to plasma membrane [GO:1990126]	cytosol [GO:0005829]; early endosome [GO:0005769]; endosome [GO:0005768]; endosome membrane [GO:0010008]; late endosome [GO:0005770]; retromer complex [GO:0030904]	metal ion binding [GO:0046872]	GO:0005768; GO:0005769; GO:0005770; GO:0005829; GO:0006886; GO:0010008; GO:0030904; GO:0032456; GO:0042147; GO:0046872; GO:1990126	reviewed	Bos taurus (Bovine)	0	4	1	0	4	1	0	5	0	12	0	0	2	0	1
TRINITY_DN102670_c0_g1	A8G7E5	TRINITY_DN102670_c0_g1_i1	8.3e-19	Protein translocase subunit SecA	intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; thylakoid membrane [GO:0042651]	ATP binding [GO:0005524]	GO:0005524; GO:0005737; GO:0005886; GO:0006605; GO:0017038; GO:0042651; GO:0065002	reviewed	Prochlorococcus marinus (strain MIT 9215)	0	3	0	0	1	0	0	0	0	0	0	0	2	0	0
TRINITY_DN102861_c0_g1	Q09803	TRINITY_DN102861_c0_g1_i1	3.6e-31	Suppressor protein of bem1/bed5 double mutants (EC 3.6.4.6)	late endosome to vacuole transport [GO:0045324]; nuclear envelope organization [GO:0006998]; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]; vacuole organization [GO:0007033]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; nucleus [GO:0005634]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]	GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006998; GO:0007033; GO:0010008; GO:0016887; GO:0043328; GO:0045324	reviewed	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
TRINITY_DN1041_c0_g1	Q17R09	TRINITY_DN1041_c0_g1_i1	1.7e-25	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 (EC 3.6.4.13) (ATP-dependent RNA helicase DHX38) (DEAH box protein 38)	mRNA splicing, via spliceosome [GO:0000398]	catalytic step 2 spliceosome [GO:0071013]	ATP binding [GO:0005524]; ATP-dependent 3'-5' RNA helicase activity [GO:0034459]; RNA binding [GO:0003723]	GO:0000398; GO:0003723; GO:0005524; GO:0034459; GO:0071013	reviewed	Bos taurus (Bovine)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN104204_c0_g1	Q9SSD2	TRINITY_DN104204_c0_g1_i1	7.6e-39	Pre-mRNA-processing-splicing factor 8A (PRP8 homolog A) (AtPRP8A) (Protein ABNORMAL SUSPENSOR 2) (Protein EMBRYO DEFECTIVE 14) (Protein EMBRYO DEFECTIVE 177) (Protein EMBRYO DEFECTIVE 33) (Protein SUPPRESSOR OF OVEREXPRESSED FCA 81)	alternative mRNA splicing, via spliceosome [GO:0000380]; mRNA splicing, via spliceosome [GO:0000398]; spliceosomal tri-snRNP complex assembly [GO:0000244]	catalytic step 2 spliceosome [GO:0071013]; chloroplast [GO:0009507]; membrane [GO:0016020]; U5 snRNP [GO:0005682]	pre-mRNA intronic binding [GO:0097157]; second spliceosomal transesterification activity [GO:0000386]; U1 snRNA binding [GO:0030619]; U2 snRNA binding [GO:0030620]; U5 snRNA binding [GO:0030623]; U6 snRNA binding [GO:0017070]	GO:0000244; GO:0000380; GO:0000386; GO:0000398; GO:0005682; GO:0009507; GO:0016020; GO:0017070; GO:0030619; GO:0030620; GO:0030623; GO:0071013; GO:0097157	reviewed	Arabidopsis thaliana (Mouse-ear cress)	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0
TRINITY_DN104215_c0_g1	O16000	TRINITY_DN104215_c0_g1_i1	1.6e-18	Syntaxin-1A homolog (Uncoordinated protein 64)	calcium-mediated signaling [GO:0019722]; chemical synaptic transmission [GO:0007268]; exocytosis [GO:0006887]; insulin receptor signaling pathway [GO:0008286]; intracellular protein transport [GO:0006886]; locomotion [GO:0040011]; neurotransmitter secretion [GO:0007269]; positive regulation of anterior/posterior axon guidance [GO:1905488]; regulation of multicellular organism growth [GO:0040014]; synaptic transmission, cholinergic [GO:0007271]; synaptic vesicle fusion to presynaptic active zone membrane [GO:0031629]; ventral cord development [GO:0007419]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]	axon [GO:0030424]; basolateral plasma membrane [GO:0016323]; dendrite [GO:0030425]; endomembrane system [GO:0012505]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; presynaptic active zone membrane [GO:0048787]; presynaptic membrane [GO:0042734]; SNARE complex [GO:0031201]; synaptic vesicle [GO:0008021]	chaperone binding [GO:0051087]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; structural constituent of cuticle [GO:0042302]	GO:0000149; GO:0005484; GO:0005886; GO:0006886; GO:0006887; GO:0006906; GO:0007268; GO:0007269; GO:0007271; GO:0007419; GO:0008021; GO:0008286; GO:0012505; GO:0016020; GO:0016021; GO:0016323; GO:0019722; GO:0030424; GO:0030425; GO:0031201; GO:0031629; GO:0040011; GO:0040014; GO:0042302; GO:0042734; GO:0043025; GO:0048278; GO:0048787; GO:0051087; GO:1905488	reviewed	Caenorhabditis elegans	0	5	0	0	0	0	0	3	0	11	0	0	2	0	0
TRINITY_DN104218_c0_g1	Q9C0J8	TRINITY_DN104218_c0_g1_i1	6.9e-23	pre-mRNA 3' end processing protein WDR33 (WD repeat-containing protein 33) (WD repeat-containing protein of 146 kDa)	mRNA 3'-end processing [GO:0031124]; mRNA export from nucleus [GO:0006406]; mRNA polyadenylation [GO:0006378]; mRNA splicing, via spliceosome [GO:0000398]; postreplication repair [GO:0006301]; spermatogenesis [GO:0007283]; termination of RNA polymerase II transcription [GO:0006369]	collagen trimer [GO:0005581]; fibrillar center [GO:0001650]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	RNA binding [GO:0003723]	GO:0000398; GO:0001650; GO:0003723; GO:0005581; GO:0005634; GO:0005654; GO:0005847; GO:0006301; GO:0006369; GO:0006378; GO:0006406; GO:0007283; GO:0031124	reviewed	Homo sapiens (Human)	0	2	0	0	0	0	1	3	0	0	0	0	0	0	0
