Uniprot	annot	BPGO	CCGO	MFGO	GOterms	moduleColor	GS.exposed	p.GS.exposed	logFC	logCPM	FDR	edgeR.pvalue	MM.blue	p.MM.blue	MM.brown	p.MM.brown	MM.magenta	p.MM.magenta	MM.yellow	p.MM.yellow	MM.pink	p.MM.pink	MM.cyan	p.MM.cyan	MM.tan	p.MM.tan	MM.lightcyan	p.MM.lightcyan	MM.lightgreen	p.MM.lightgreen	MM.black	p.MM.black	MM.purple	p.MM.purple	MM.grey	p.MM.grey	MM.grey60	p.MM.grey60
TRINITY_DN318516_c0_g1	F4JAA5	DExH-box ATP-dependent RNA helicase DExH11 (EC 3.6.4.13) (AtHELPS) (Protein SKI2 homolog) (AtSKI2)	nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay [GO:0070478]; positive regulation of wax biosynthetic process [GO:1904278]; posttranscriptional gene silencing [GO:0016441]; potassium ion transport [GO:0006813]; regulation of production of siRNA involved in RNA interference [GO:0090065]; response to potassium ion [GO:0035864]; RNA catabolic process [GO:0006401]; RNA fragment catabolic process [GO:0000292]	cytoplasm [GO:0005737]; Ski complex [GO:0055087]; vacuole [GO:0005773]	ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	GO:0000292; GO:0003723; GO:0003724; GO:0004004; GO:0005524; GO:0005737; GO:0005773; GO:0006401; GO:0006813; GO:0016441; GO:0035864; GO:0055087; GO:0070478; GO:0090065; GO:1904278	black	0.426356380425666	0.113020732767223	5.03088160463509	1.46366426832134	0.139213993254878	0.032835610686934	0.345518601067859	0.20716970171309	-0.450233431051133	0.0921677345470927	-0.231526683450896	0.40638198777045	0.348222107830118	0.203400195261489	0.0392966269004542	0.889415394068758	-0.440117678966351	0.10064032956667	0.125228959819463	0.656543232720999	0.609965248491172	0.0157557205472215	0.113477061738637	0.687189737529448	0.454186246308354	0.0889980242825342	0.268798355043074	0.332682557282796	0.335058896500669	0.222171017821476	0.411776672603298	0.127246455983102
TRINITY_DN298449_c0_g1	Q01890	Ras-like GTP-binding protein YPT1	autophagy [GO:0006914]; protein transport [GO:0015031]	endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; phagophore assembly site membrane [GO:0034045]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]	GO:0000139; GO:0003924; GO:0005525; GO:0005789; GO:0006914; GO:0015031; GO:0034045	black	0.424200398515539	0.115051588536205	3.67984835306113	2.25999661754389	0.403384615808876	0.171780589220064	0.360393436141049	0.186975321689357	-0.668452078475925	0.0064450207218315	0.524845138432512	0.0445581356903693	0.671407096351392	0.00613001073504077	-0.053437375216539	0.849982326790871	-0.352716381488949	0.197231503012506	0.655863583496419	0.00793268169080848	-0.0338704733351724	0.90461580810309	0.113398473133733	0.687396271331218	0.46469937094235	0.080944291922171	0.322339248561672	0.241310834773184	-0.269210696942086	0.331912711419742	0.564344132534309	0.0284125074325193
TRINITY_DN311070_c1_g1	Q3T1J2	Membrane-bound O-acyltransferase domain-containing protein 2 (O-acyltransferase domain-containing protein 2) (EC 2.3.-.-)	phospholipid biosynthetic process [GO:0008654]	integral component of membrane [GO:0016021]	transferase activity, transferring acyl groups [GO:0016746]	GO:0008654; GO:0016021; GO:0016746	black	0.423359904590427	0.115850087137619	3.83530901809522	2.00804698336012	0.328397038893832	0.12626574354884	0.285747802989632	0.301877140337797	-0.744773006178055	0.00144518366100578	-0.0818930409083439	0.771707872690611	0.571203699781556	0.0261354215678365	-0.218969335738081	0.432993879322998	-0.600992898086544	0.0178106248981803	0.0959388813687631	0.733765935666568	0.203246284809151	0.4675223685513	0.192888368696328	0.490977164573603	0.652798012734382	0.0083327691567625	-0.0726610202077774	0.796916067680978	0.188897046905325	0.500160824728979	0.57922905201644	0.0236500449119038
TRINITY_DN231087_c1_g1	Q9ZQQ0	Serine carboxypeptidase-like 26 (EC 3.4.16.-)	proteolysis involved in cellular protein catabolic process [GO:0051603]	extracellular region [GO:0005576]; vacuole [GO:0005773]	serine-type carboxypeptidase activity [GO:0004185]	GO:0004185; GO:0005576; GO:0005773; GO:0051603	black	0.421578739372274	0.117554880951601	4.10678058932663	1.38192153343004	0.166983707214988	0.0437792529820564	0.2864322608688	0.300669475820802	-0.730770202065671	0.00197037275002044	0.00822943891744754	0.976778813562478	0.581738967147371	0.0229109565981261	-0.164473330883821	0.558041956148152	-0.555629490897019	0.0315178717889473	0.249666663064241	0.369506233821159	0.138060755341931	0.623652851068604	0.333329061369015	0.224716029161064	0.785391248649231	0.00052109811910218	-0.0251241020566036	0.92917995404792	-0.124422783187049	0.658630061964711	0.613816619323924	0.0149319693461542
TRINITY_DN106385_c0_g1	P19262	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex)	2-oxoglutarate metabolic process [GO:0006103]; L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; mitochondrial genome maintenance [GO:0000002]; tricarboxylic acid cycle [GO:0006099]	mitochondrial nucleoid [GO:0042645]; mitochondrial oxoglutarate dehydrogenase complex [GO:0009353]; mitochondrion [GO:0005739]	dihydrolipoyllysine-residue succinyltransferase activity [GO:0004149]	GO:0000002; GO:0004149; GO:0005739; GO:0006099; GO:0006103; GO:0009353; GO:0033512; GO:0042645	black	0.412270762196992	0.126745287497367	3.3073583532003	1.42220867932966	0.336911271963116	0.131716523126129	0.329461282050173	0.230472427372309	-0.542045901946946	0.0368585557755453	-0.0554492160495685	0.844396719781791	0.252370825020229	0.364171148150428	-0.130650402653044	0.642571311446573	-0.395384666677692	0.144648015476426	-0.0891427012390833	0.752058756463635	0.0725491827643161	0.797222638216415	0.0824181540209468	0.770280148994943	0.365299197107795	0.180606230749274	-0.138009400532447	0.623783227187182	-0.26987165595527	0.330680808396085	0.231638533687628	0.406148889506969
TRINITY_DN314255_c0_g1	Q6C703	COP9 signalosome complex subunit 5 (EC 3.4.-.-)	protein deneddylation [GO:0000338]	COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; metallopeptidase activity [GO:0008237]; NEDD8-specific protease activity [GO:0019784]	GO:0000338; GO:0004222; GO:0005737; GO:0008180; GO:0008237; GO:0019784; GO:0046872	black	0.404364800567136	0.134927584708166	2.0438338914336	1.45499188121731	0.999895446034155	0.999626842937736	0.398692710071428	0.141014061620615	-0.366536499080846	0.179022506592924	0.202393695158347	0.46943209765734	0.460435260032667	0.0841455665418891	-0.262635942818206	0.344308188645883	0.203150026932563	0.467737788322614	0.0678563659474824	0.81011095625287	-0.214376347905473	0.442943452040573	0.40318674064802	0.136176768169182	0.590282186827202	0.0205264640146623	-0.215810693570836	0.439824033933955	0.0506028900735773	0.857863087281997	0.00147761414426059	0.995830083092687
TRINITY_DN231202_c0_g3	Q9H172	ATP-binding cassette sub-family G member 4	cellular response to leukemia inhibitory factor [GO:1990830]; cholesterol efflux [GO:0033344]; transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]	GO:0005524; GO:0005886; GO:0016021; GO:0016887; GO:0033344; GO:0042626; GO:0042803; GO:0046982; GO:0055085; GO:1990830	black	0.401725502965693	0.137737090412564	4.71916246830204	1.49531721904897	0.142991457190969	0.0342268747392128	0.277249244178101	0.317107551453376	-0.590772788875059	0.0203955426982752	-0.0960246978200887	0.733535774794774	0.556202946887064	0.0313060114611347	0.0250976072388108	0.929254465393382	-0.511573544403586	0.0512669658367546	0.202027055949598	0.470254502569131	0.272774616036715	0.325301099587	0.353261880698987	0.196491054939368	0.821697009503721	0.000171580873982728	0.153183508473843	0.585724484491432	-0.0961695764755799	0.733147256090075	0.513916093337768	0.0500320657634805
TRINITY_DN226687_c0_g1	Q86AQ7	Vesicle-associated membrane protein 7B	endosome to lysosome transport [GO:0008333]; exocytosis [GO:0006887]; protein transport [GO:0015031]; vesicle fusion [GO:0006906]	contractile vacuole [GO:0000331]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; phagocytic vesicle membrane [GO:0030670]; SNARE complex [GO:0031201]; transport vesicle membrane [GO:0030658]	SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]	GO:0000149; GO:0000331; GO:0005484; GO:0005765; GO:0005768; GO:0005789; GO:0005794; GO:0006887; GO:0006906; GO:0008333; GO:0015031; GO:0016021; GO:0030658; GO:0030670; GO:0031201; GO:0031902	black	0.401671180919859	0.137795328275627	4.37486115624682	2.40208741157503	0.283610437077262	0.0976829486023785	0.268695867030349	0.332874060382477	-0.718359719322239	0.00255486258319353	0.085158814250386	0.762839798103921	0.588563644487568	0.0209901454651059	-0.108558132162529	0.700155914267455	-0.567956198719956	0.0271955180035552	0.430541959263686	0.109149172019852	0.178936600229573	0.523422383223767	0.244748480404158	0.379318007574676	0.768619914545871	0.000813401398616313	0.19473938816382	0.486745372688765	-0.164802336792324	0.557243716840066	0.738713146569633	0.00165647983316758
TRINITY_DN318595_c0_g1	A1R0A7	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	tRNA modification [GO:0006400]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; sulfurtransferase activity [GO:0016783]; tRNA binding [GO:0000049]	GO:0000049; GO:0005524; GO:0005737; GO:0006400; GO:0016783	black	0.392680817755247	0.14766465474028	4.12382394042713	1.49291937942152	0.204206107712022	0.0588437869080182	0.263824364801723	0.342048661955439	-0.654110694514261	0.00815956010360244	-0.015139914085193	0.957292020612716	0.61010615243056	0.0157249791770266	0.00425162033674898	0.988002018633348	-0.532349503010309	0.0410652125600866	0.155048899328985	0.581112171910751	0.11177946132486	0.69165564066062	0.286454924911484	0.300629535614823	0.747595564180143	0.00135448621513615	0.161462130836604	0.565370379842466	-0.0907154771277426	0.747814138539386	0.520590388594785	0.0466336451477674
TRINITY_DN6178_c0_g1	Q54GN8	Ribosome biogenesis protein NSA2 homolog	rRNA processing [GO:0006364]	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]		GO:0005730; GO:0006364; GO:0030687	black	0.383851195441369	0.157808796694143	3.5063164711778	1.60421421468176	0.235941810847232	0.0743273879082555	0.297422041176249	0.281667853413927	-0.598589066151647	0.0183946145067237	-0.139593478864965	0.619766461498556	0.569435247967658	0.0267087450008944	-0.0775904927880903	0.783431262651096	-0.300313719668017	0.276790047543191	0.268060946685799	0.334061828784742	0.150768995370226	0.591716600385367	0.506937026047884	0.0537769637603462	0.590820446520115	0.0203828589683493	-0.146355832222591	0.602732138632064	0.287546806961121	0.298709024147467	0.554448402653577	0.0319576155015987
TRINITY_DN274890_c0_g1	Q55C77	GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase)	'de novo' GDP-L-fucose biosynthetic process [GO:0042351]		coenzyme binding [GO:0050662]; GDP-L-fucose synthase activity [GO:0050577]; isomerase activity [GO:0016853]	GO:0016853; GO:0042351; GO:0050577; GO:0050662	black	0.379137001591016	0.163410100721054	2.20887066944054	2.45047131223421	0.627329094267402	0.351466445705873	0.310131664792366	0.26060911935491	-0.558845671868627	0.0303434917919975	0.0538334814818318	0.848882059012546	0.616876179038927	0.0143016138147085	0.0584827590991023	0.835987561876456	-0.170241145262035	0.544119430302571	0.492175780071985	0.0623681859935311	-0.117965547938649	0.675428275556433	0.550188050769398	0.0335822469100894	0.534777053860417	0.0399801368007489	-0.0983210002672889	0.727384935687705	-0.126683439786192	0.652784198405106	0.484406707230456	0.067270207704676
TRINITY_DN102663_c0_g1	Q5RBJ3	Thiopurine S-methyltransferase (EC 2.1.1.67) (Thiopurine methyltransferase)		cytoplasm [GO:0005737]	thiopurine S-methyltransferase activity [GO:0008119]	GO:0005737; GO:0008119	black	0.376891544986412	0.166123796083165	3.13501846244818	2.19874335065466	0.466384512735306	0.219705531362868	0.239201090760548	0.39055200387183	-0.665486951542888	0.00677379287971741	-0.125663831088569	0.655418522477741	0.574663969981785	0.0250406561344184	-0.06288764922746	0.823806458195136	-0.559556351062052	0.0300884995382407	0.218558744306947	0.433878665189843	0.231694442133751	0.406032401429678	0.251610799827108	0.365666317713862	0.737284838154348	0.00170973202073943	0.294380443906156	0.286853461575946	0.134845905742811	0.631834349046455	0.658256676071623	0.00763096546394666
TRINITY_DN48344_c0_g1	P08760	GTP:AMP phosphotransferase AK3, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3) (Adenylate kinase 3 alpha-like 1)	ADP biosynthetic process [GO:0006172]; AMP metabolic process [GO:0046033]; GTP metabolic process [GO:0046039]; ITP metabolic process [GO:0046041]; UTP metabolic process [GO:0046051]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; nucleoside triphosphate adenylate kinase activity [GO:0046899]	GO:0004017; GO:0005524; GO:0005525; GO:0005739; GO:0005759; GO:0006172; GO:0046033; GO:0046039; GO:0046041; GO:0046051; GO:0046899	black	0.367909250369949	0.177276058778025	3.51037318704501	1.74759999548524	0.40661376942555	0.174206739340316	0.283910229315345	0.305133380509688	-0.466535329644897	0.0795930488132645	-0.177322764766544	0.52723661555339	0.568379499847731	0.0270555241228544	-0.0606982828426337	0.829856348888461	-0.137919156131075	0.62401235867438	0.26964040657597	0.33111151756696	0.0249059271548117	0.929793543281443	0.6270725598724	0.0123482605214204	0.889630212485087	9.01636502906473e-06	-0.128006580998517	0.64937131994477	0.0438111170435806	0.876795818293447	0.380564747702076	0.161699987285881
