geneIDs	Uniprot	logFC	logCPM	edgeR.pvalue	FDR	BPGO	MFGO
TRINITY_DN293685_c5_g1	P41753	3.26506073913058	5.59854719017182	0.0417775879156092	0.162032123557407		ATP binding [GO:0005524]
TRINITY_DN311980_c3_g7	P30161	4.31278741998834	3.43937365594009	0.0351286099894509	0.145351668338704		ATP binding [GO:0005524]
TRINITY_DN299657_c0_g1	Q0EEE2	3.0427941282783	4.00492399879542	0.102709175349777	0.291311677486933		
TRINITY_DN254273_c0_g1	Q9RPT1	4.29746603595006	3.40182702980308	0.035412732263576	0.14613654180769		3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]; 3-oxo-glutaryl-[acp] methyl ester reductase activity [GO:0102131]; 3-oxo-pimeloyl-[acp] methyl ester reductase activity [GO:0102132]
TRINITY_DN294128_c0_g1	Q0EEE2	3.88011608665868	5.25414061293985	0.0292587999033255	0.128448206667791		
TRINITY_DN316610_c0_g3	Q27774	4.37440029371443	5.27106476549902	0.01715875185141	0.0873459489804504	protein folding [GO:0006457]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]
TRINITY_DN310736_c2_g2	Q8BKC8	3.82808726850478	4.17943194974226	0.0360609286567302	0.147833866959594	phosphatidylinositol-mediated signaling [GO:0048015]; phosphatidylinositol phosphorylation [GO:0046854]	14-3-3 protein binding [GO:0071889]; 1-phosphatidylinositol 4-kinase activity [GO:0004430]; ATP binding [GO:0005524]
TRINITY_DN292998_c5_g2	Q24186	3.8288860626198	6.62468502443482	0.010542904584977	0.0592201264800435	cytoplasmic translation [GO:0002181]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
TRINITY_DN276047_c0_g1	Q5ARI5	3.41147346851848	2.98134108443065	0.10860765476038	0.301356074449307	regulation of phosphorylation of RNA polymerase II C-terminal domain [GO:1901407]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; RNA binding [GO:0003723]
TRINITY_DN293685_c3_g1	P41753	4.04944570096902	4.51611444023145	0.0254380993967329	0.116811450493899		ATP binding [GO:0005524]
TRINITY_DN299271_c0_g2	Q5R4B3	3.24755070599047	5.05358684859322	0.0570448079454253	0.201766201250024	cell cycle [GO:0007049]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; translation [GO:0006412]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
TRINITY_DN293685_c5_g3	Q03683	3.97202662903948	4.6833578685206	0.0391974873558677	0.155142741544798		ATP binding [GO:0005524]
TRINITY_DN312791_c0_g1	B9G2A8	2.9690764543107	5.28367275254032	0.0634753786102358	0.213307596958393	auxin-activated signaling pathway [GO:0009734]; auxin polar transport [GO:0009926]; multicellular organism development [GO:0007275]; unidimensional cell growth [GO:0009826]	zinc ion binding [GO:0008270]
TRINITY_DN54414_c0_g1	Q9SLC6	4.89578705078254	1.8704268588402	0.039572509184983	0.156220556030003	spliceosomal complex disassembly [GO:0000390]	DNA binding [GO:0003677]
TRINITY_DN311036_c1_g2	Q5AP53	6.60379277982163	2.18186477600696	0.00979165684387043	0.0555039888860421	cell morphogenesis [GO:0000902]; cellular response to drug [GO:0035690]; cellular response to heat [GO:0034605]; cellular response to neutral pH [GO:0036244]; cellular response to starvation [GO:0009267]; establishment or maintenance of cell polarity [GO:0007163]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to heat [GO:0036168]; filamentous growth of a population of unicellular organisms in response to neutral pH [GO:0036178]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; membrane raft organization [GO:0031579]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of filamentous growth of a population of unicellular organisms in response to heat [GO:1900433]; positive regulation of filamentous growth of a population of unicellular organisms in response to neutral pH [GO:1900442]; positive regulation of single-species biofilm formation on inanimate substrate [GO:1900233]; regulation of transcription by RNA polymerase II [GO:0006357]; septum digestion after cytokinesis [GO:0000920]; single-species biofilm formation on inanimate substrate [GO:0044011]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
TRINITY_DN314868_c0_g1	A0T0K0	4.07706742985206	6.19932029277903	0.00985178256157624	0.0556409982264205	transcription, DNA-templated [GO:0006351]	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]
TRINITY_DN274738_c0_g1	Q60YI3	4.1223815327867	2.54863526904934	0.0798655673304585	0.24822503850457	cleavage involved in rRNA processing [GO:0000469]; maturation of LSU-rRNA [GO:0000470]; rRNA pseudouridine synthesis [GO:0031118]; snRNA pseudouridine synthesis [GO:0031120]	box H/ACA snoRNA binding [GO:0034513]; RNA binding [GO:0003723]
TRINITY_DN292336_c0_g2	P42824	3.89193186134144	4.79209545160448	0.0336529587405034	0.141708717417494	protein folding [GO:0006457]; response to heat [GO:0009408]	ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]
TRINITY_DN299782_c2_g5	Q8NK13	2.90782503738023	6.82462525694635	0.0335879448892333	0.14162764227817	negative regulation of mitotic metaphase/anaphase transition [GO:0045841]; nuclear membrane biogenesis involved in mitotic nuclear division [GO:0101026]; regulation of strand invasion [GO:0060542]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]	ubiquitin protein ligase activity [GO:0061630]
TRINITY_DN276567_c0_g1	Q6CPK7	4.22912029325312	2.6839515672659	0.0818526474391357	0.252084255032178	cAMP-mediated signaling [GO:0019933]; negative regulation of cAMP-dependent protein kinase activity [GO:2000480]; negative regulation of meiotic cell cycle [GO:0051447]; negative regulation of Ras protein signal transduction [GO:0046580]; positive regulation of adenylate cyclase activity [GO:0045762]; positive regulation of protein export from nucleus [GO:0046827]; positive regulation of transcription from RNA polymerase II promoter in response to glucose starvation [GO:0061406]; positive regulation of transcription from RNA polymerase II promoter in response to nitrogen starvation [GO:0036278]; protein localization to bud neck [GO:0097271]; regulation of cytoplasmic mRNA processing body assembly [GO:0010603]	cAMP binding [GO:0030552]; cAMP-dependent protein kinase inhibitor activity [GO:0004862]; cAMP-dependent protein kinase regulator activity [GO:0008603]; identical protein binding [GO:0042802]
TRINITY_DN277201_c0_g1	Q5N800	3.48974215524922	3.40076795002238	0.104483648093921	0.294782945169267	chlorophyll catabolic process [GO:0015996]; PSII associated light-harvesting complex II catabolic process [GO:0010304]	chlorophyll(ide) b reductase activity [GO:0034256]; oxidoreductase activity [GO:0016491]
TRINITY_DN278315_c0_g1	Q6ZM63	3.03249092555279	2.68125122369905	0.184397339964292	0.41963953469815		GTPase activity [GO:0003924]; GTP binding [GO:0005525]
TRINITY_DN278322_c0_g1	P78316	3.33121225301346	4.00504259989902	0.0781538545964433	0.244576521714855	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]	enzyme binding [GO:0019899]; RNA binding [GO:0003723]; snoRNA binding [GO:0030515]
TRINITY_DN312007_c1_g2	Q9JJ59	3.04370930404501	4.81784836120297	0.0947718777303206	0.277870310097261	peptide transport [GO:0015833]; protein transport [GO:0015031]	ATPase activity [GO:0016887]; ATPase-coupled peptide transmembrane transporter activity [GO:0015440]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]; protein homodimerization activity [GO:0042803]; transmembrane transporter activity [GO:0022857]
TRINITY_DN278349_c0_g1	Q74FW6	2.55518861533616	3.42085621258004	0.175501644821145	0.408711505433742	isoleucine biosynthetic process [GO:0009097]; L-serine catabolic process [GO:0006565]; threonine catabolic process [GO:0006567]	L-serine ammonia-lyase activity [GO:0003941]; L-threonine ammonia-lyase activity [GO:0004794]; pyridoxal phosphate binding [GO:0030170]
TRINITY_DN292380_c0_g1	Q9LIG6	3.45942249945528	3.65261249411302	0.0884027512211389	0.263844276788259	iron-sulfur cluster assembly [GO:0016226]; protein maturation by iron-sulfur cluster transfer [GO:0097428]	4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; structural molecule activity [GO:0005198]
TRINITY_DN274843_c0_g1	P92966	2.82568519793388	4.70402286890707	0.105184580009385	0.295951159208224	mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; primary miRNA processing [GO:0031053]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]	mRNA binding [GO:0003729]; RNA binding [GO:0003723]
TRINITY_DN274624_c0_g1	Q5Z922	2.99964492785696	3.65202683865026	0.105577955201496	0.296518848773712	iron ion transport [GO:0006826]	iron ion transmembrane transporter activity [GO:0005381]
TRINITY_DN274887_c0_g1	Q9XI84	2.59751996959611	4.28513838558409	0.139708771686757	0.349554283242129	peptidyl-lysine monomethylation [GO:0018026]; peptidyl-lysine trimethylation [GO:0018023]	[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase activity [GO:0030785]; protein-lysine N-methyltransferase activity [GO:0016279]
TRINITY_DN233029_c0_g1	Q9LTV6	3.01573216355066	2.66031933954877	0.164890710740769	0.390654962376031	fatty acid metabolic process [GO:0006631]	2,4-dienoyl-CoA reductase (NADPH) activity [GO:0008670]
TRINITY_DN293334_c0_g1	Q49W68	2.38765419323802	3.55129022822325	0.199762011518219	0.439948428023698		hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]
TRINITY_DN293391_c0_g2	P0AEC7	3.61370039307804	3.97926145923457	0.0836507020465402	0.255828975132452		ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]
TRINITY_DN311474_c0_g1	Q6AZV7	3.10941261083189	4.0113273056496	0.124744341303238	0.326359878557499		ATP binding [GO:0005524]; helicase activity [GO:0004386]; RNA binding [GO:0003723]
TRINITY_DN298448_c0_g1	O80507	2.67959792756121	4.35546649386621	0.160330363052449	0.383146090584326	circadian rhythm [GO:0007623]; photoperiodism, flowering [GO:0048573]; positive regulation of circadian rhythm [GO:0042753]	protein kinase regulator activity [GO:0019887]; protein serine/threonine kinase activity [GO:0004674]
TRINITY_DN276999_c0_g2	Q75B43	2.95511363001141	1.93607024130358	0.179959334162179	0.413492308264251	apoptotic process [GO:0006915]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]	calcium-dependent cysteine-type endopeptidase activity [GO:0004198]
TRINITY_DN271211_c1_g1	A1CVY3	3.37281942613593	3.36158671205952	0.0915186737966486	0.270793781453755	pseudouridine synthesis [GO:0001522]; rRNA processing [GO:0006364]	RNA binding [GO:0003723]
TRINITY_DN294769_c0_g1	Q08E40	3.63472216768961	3.61940927602965	0.0589195651653749	0.204206107712022	cellular zinc ion homeostasis [GO:0006882]; regulation of microtubule polymerization [GO:0031113]; regulation of neuron projection development [GO:0010975]; signal transduction [GO:0007165]; zinc ion import across plasma membrane [GO:0071578]	zinc ion transmembrane transporter activity [GO:0005385]
TRINITY_DN312062_c0_g1	P55038	4.87988297522832	4.96475306877528	0.0152154478971137	0.0803614526306601	ammonia assimilation cycle [GO:0019676]; glutamate biosynthetic process [GO:0006537]; L-glutamate biosynthetic process [GO:0097054]	3 iron, 4 sulfur cluster binding [GO:0051538]; glutamate synthase (ferredoxin) activity [GO:0016041]; metal ion binding [GO:0046872]
TRINITY_DN298814_c0_g1	Q2QYY8	2.54736493499776	4.01003472626702	0.153856469369272	0.371854854342479	protein-chromophore linkage [GO:0018298]; protein phosphorylation [GO:0006468]	ATP binding [GO:0005524]; blue light photoreceptor activity [GO:0009882]; protein serine/threonine kinase activity [GO:0004674]
TRINITY_DN293388_c1_g1	B8BKI8	3.53258915601564	2.64232064955438	0.134073497070652	0.340687580815818	cell cycle [GO:0007049]; DNA replication initiation [GO:0006270]; DNA unwinding involved in DNA replication [GO:0006268]; embryo development ending in seed dormancy [GO:0009793]; negative regulation of DNA helicase activity [GO:1905775]; regulation of cell population proliferation [GO:0042127]; regulation of root meristem growth [GO:0010082]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; metal ion binding [GO:0046872]
TRINITY_DN293338_c0_g2	Q835H3	2.96023727638509	4.16377277370179	0.151419312572532	0.367274900009395	mismatch repair [GO:0006298]; negative regulation of DNA recombination [GO:0045910]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; endonuclease activity [GO:0004519]; mismatched DNA binding [GO:0030983]
TRINITY_DN293381_c0_g2	P54493	2.35092254577968	3.46534219523039	0.24500950574017	0.500417906200499		serine-type endopeptidase activity [GO:0004252]
TRINITY_DN222933_c0_g1	Q2GSX8	3.74458488017959	3.04848047152502	0.108446242291974	0.301356074449307	mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; negative regulation of exoribonuclease activity [GO:1901918]; negative regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060212]; positive regulation of exoribonuclease activity [GO:1901919]; regulation of translation [GO:0006417]	poly(A) binding [GO:0008143]
TRINITY_DN299272_c0_g1	P25997	3.0492625999005	5.65321654218074	0.0519687747892322	0.188341168586269	translational elongation [GO:0006414]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]
TRINITY_DN298803_c0_g2	Q9UNX4	3.98862805645432	4.09330579609443	0.0533133382696411	0.191643184604575	rRNA processing [GO:0006364]	RNA binding [GO:0003723]
TRINITY_DN274896_c0_g1	Q54N47	2.79005222131197	3.50031073401808	0.185190002398833	0.420076983407434	branched-chain amino acid biosynthetic process [GO:0009082]; cellular amino acid catabolic process [GO:0009063]	branched-chain-amino-acid transaminase activity [GO:0004084]; L-isoleucine transaminase activity [GO:0052656]; L-leucine transaminase activity [GO:0052654]; L-valine transaminase activity [GO:0052655]
TRINITY_DN310027_c3_g1	Q39434	2.57478389705302	5.81299172533039	0.0851074635502565	0.259325772179604		GTPase activity [GO:0003924]; GTP binding [GO:0005525]
TRINITY_DN312715_c0_g1	Q56Y42	3.68223320978141	4.1595149509209	0.0921775587909768	0.271963340760794	pyridoxal 5'-phosphate salvage [GO:0009443]; pyridoxal biosynthetic process [GO:0042821]; vitamin B6 catabolic process [GO:0042820]	NADPH binding [GO:0070402]; pyridoxine:NADP 4-dehydrogenase activity [GO:0050236]
TRINITY_DN299724_c0_g1	P30008	3.08407345333873	5.92145764256978	0.0529140310215396	0.190562455633982		4 iron, 4 sulfur cluster binding [GO:0051539]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; sulfite reductase (ferredoxin) activity [GO:0050311]
TRINITY_DN278991_c0_g1	Q9LTS6	3.99826912533552	3.17224170452688	0.0556249212906138	0.198340013127246	translation [GO:0006412]	structural constituent of ribosome [GO:0003735]
TRINITY_DN17632_c0_g1	A2WT95	3.44684660778942	2.68594454684386	0.118557455112382	0.317205529631291	lipid catabolic process [GO:0016042]	phospholipase A1 activity [GO:0008970]
TRINITY_DN292356_c1_g1	Q84MB5	3.09005677755402	2.99844101223704	0.129335030704131	0.332744738178956	regulation of jasmonic acid metabolic process [GO:0080140]	endopeptidase activity [GO:0004175]; protein domain specific binding [GO:0019904]; serine-type endopeptidase activity [GO:0004252]
TRINITY_DN293355_c1_g3	P92963	2.83700540432932	5.20314292028789	0.101830779229024	0.29127753761592	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; Rab protein signal transduction [GO:0032482]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
TRINITY_DN294679_c0_g1	Q02073	3.92078390755661	3.88762318614309	0.0438635715559887	0.166983707214988	positive regulation of superoxide dismutase activity [GO:1901671]; protein folding [GO:0006457]	ATP binding [GO:0005524]; transition metal ion binding [GO:0046914]
TRINITY_DN278316_c0_g2	P47813	3.2753371798931	4.69074950080218	0.102337786992123	0.29127753761592	translational initiation [GO:0006413]	RNA binding [GO:0003723]; translation factor activity, RNA binding [GO:0008135]; translation initiation factor activity [GO:0003743]
TRINITY_DN233622_c0_g1	Q32PE9	3.99763024324542	2.8291755500353	0.114089525033509	0.310287416501504	cytoplasmic mRNA processing body assembly [GO:0033962]; mRNA splicing, via spliceosome [GO:0000398]; nuclear-transcribed mRNA catabolic process [GO:0000956]	RNA binding [GO:0003723]
TRINITY_DN294741_c1_g1	Q19713	3.33977220293921	4.84080021595867	0.0861812521334776	0.260734091254265	phenylalanyl-tRNA aminoacylation [GO:0006432]	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; RNA binding [GO:0003723]
TRINITY_DN271007_c0_g1	A7SXZ6	2.66434166810216	2.97073076724558	0.218898916836286	0.466271264699453	tRNA threonylcarbamoyladenosine modification [GO:0002949]	metal ion binding [GO:0046872]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711]
TRINITY_DN271056_c0_g1	Q58D49	2.42093312290766	3.30620997481478	0.230426219808065	0.48024858606462	cobalamin biosynthetic process [GO:0009236]	ATP binding [GO:0005524]; cob(I)yrinic acid a,c-diamide adenosyltransferase activity [GO:0008817]; cobalamin binding [GO:0031419]
TRINITY_DN276013_c0_g1	P16152	2.52585513836044	3.95859679937199	0.196386056431859	0.436227179712632	cyclooxygenase pathway [GO:0019371]; drug metabolic process [GO:0017144]; epithelial cell differentiation [GO:0030855]; oxidation-reduction process [GO:0055114]; vitamin K metabolic process [GO:0042373]	15-hydroxyprostaglandin dehydrogenase (NADP+) activity [GO:0047021]; carbonyl reductase (NADPH) activity [GO:0004090]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; prostaglandin-E2 9-reductase activity [GO:0050221]
TRINITY_DN295076_c0_g2	O74875	3.31793944042603	4.78977076779671	0.0832973761473813	0.255000375050589	heme metabolic process [GO:0042168]	heme binding [GO:0020037]; metal ion binding [GO:0046872]; NADPH-hemoprotein reductase activity [GO:0003958]
TRINITY_DN298863_c1_g1	Q9SAH9	4.15085220046823	1.39117308818036	0.999681929418711	0.999895446034155	circadian rhythm [GO:0007623]; defense response [GO:0006952]; negative regulation of circadian rhythm [GO:0042754]; phenylpropanoid biosynthetic process [GO:0009699]; response to cold [GO:0009409]	cinnamoyl-CoA reductase activity [GO:0016621]; coenzyme binding [GO:0050662]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]
TRINITY_DN298698_c0_g1	A2A432	2.12462088808944	4.8005731198574	0.187691741333496	0.424563520992713	cell cycle [GO:0007049]; cellular response to DNA damage stimulus [GO:0006974]; histone H2A monoubiquitination [GO:0035518]; neuron projection development [GO:0031175]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of protein catabolic process [GO:0045732]; proteasomal protein catabolic process [GO:0010498]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; ribosome biogenesis [GO:0042254]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; ubiquitin-dependent protein catabolic process [GO:0006511]; UV-damage excision repair [GO:0070914]	damaged DNA binding [GO:0003684]; ubiquitin protein ligase binding [GO:0031625]
TRINITY_DN594658_c0_g1	P34712	5.5093750298092	2.06545623874634	0.0443240019179182	0.168116159235241	defense response to Gram-negative bacterium [GO:0050829]; innate immune response [GO:0045087]; response to metal ion [GO:0010038]; response to nematicide [GO:0093002]	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]; efflux transmembrane transporter activity [GO:0015562]
TRINITY_DN293690_c9_g3	Q9Y365	2.26635552848566	3.48268863432612	0.195278652266529	0.436065965919846	bile acid secretion [GO:0032782]; phosphatidylcholine biosynthetic process [GO:0006656]; phospholipid transport [GO:0015914]; positive regulation of peroxisome proliferator activated receptor signaling pathway [GO:0035360]	lipid binding [GO:0008289]; phospholipid transporter activity [GO:0005548]
TRINITY_DN314275_c4_g11	O76856	6.0653650223085	2.08498467976321	0.017310400539524	0.0876852531421058	programmed cell death [GO:0012501]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	aspartic-type endopeptidase activity [GO:0004190]
TRINITY_DN278890_c0_g1	Q23892	2.83577122224352	3.72472203981658	0.166255006486437	0.392493703337547	glucan catabolic process [GO:0009251]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]
TRINITY_DN311980_c3_g4	Q39758	2.89051339757121	3.79916669644785	0.132812537434992	0.338046160466394		ATP binding [GO:0005524]
TRINITY_DN312042_c0_g1	P78371	3.02942548896034	5.09863457929324	0.0754062687266554	0.238388561500509	binding of sperm to zona pellucida [GO:0007339]; chaperone-mediated protein complex assembly [GO:0051131]; chaperone mediated protein folding independent of cofactor [GO:0051086]; neutrophil degranulation [GO:0043312]; positive regulation of establishment of protein localization to telomere [GO:1904851]; positive regulation of protein localization to Cajal body [GO:1904871]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomerase RNA localization to Cajal body [GO:1904874]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; scaRNA localization to Cajal body [GO:0090666]; toxin transport [GO:1901998]	ATP binding [GO:0005524]; protein folding chaperone [GO:0044183]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]
TRINITY_DN276443_c0_g1	O15865	2.85422988886007	4.11229936738511	0.166688547589677	0.393217267370466		ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; protein serine/threonine kinase activity [GO:0004674]
TRINITY_DN278815_c0_g1	Q55CD9	4.22068305580228	6.53238561111214	0.0185738378163453	0.0927194000670784		NADH dehydrogenase activity [GO:0003954]
TRINITY_DN294129_c0_g1	P20790	2.68983612763819	6.04042734216312	0.0693878989650774	0.227350305424273	actin cytoskeleton organization [GO:0030036]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; contractile vacuole discharge [GO:0070177]; contractile vacuole organization [GO:0033298]; contractile vacuole tethering involved in discharge [GO:0140025]; intracellular protein transport [GO:0006886]; protein secretion [GO:0009306]; Rab protein signal transduction [GO:0032482]; regulation of aggregate size involved in sorocarp development [GO:0031157]; regulation of endocytosis by exocyst localization [GO:0051600]; regulation of exocytosis [GO:0017157]; regulation of protein secretion [GO:0050708]; vesicle docking involved in exocytosis [GO:0006904]	GTPase activating protein binding [GO:0032794]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein-containing complex binding [GO:0044877]
TRINITY_DN278825_c0_g1	Q42883	3.78308890517895	3.86146546854343	0.0680878325462026	0.224660812079421	calcium ion transport [GO:0006816]	ATPase-coupled calcium transmembrane transporter activity [GO:0005388]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; proton-exporting ATPase activity, phosphorylative mechanism [GO:0008553]
